Range,Attenuator 1,Attenuator 2,Power
-30,31.3,2.25,"[5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4387613172040805e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4387613172040805e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08, 5.4375091402984754e-08]"
-30,31.4,0.0,"[8.926886232467869e-08, 8.889963953045427e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.889963953045427e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.889963953045427e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.89201117857948e-08, 8.889963953045427e-08, 8.89201117857948e-08, 8.889963953045427e-08]"
-30,31.4,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,31.4,2.25,"[5.312512929036601e-08, 5.312512929036601e-08, 5.311289818550133e-08, 5.312512929036601e-08, 5.312512929036601e-08, 5.312512929036601e-08, 5.312512929036601e-08, 5.311289818550133e-08, 5.311289818550133e-08, 5.312512929036601e-08, 5.312512929036601e-08, 5.311289818550133e-08, 5.311289818550133e-08, 5.312512929036601e-08, 5.313736321187093e-08, 5.312512929036601e-08, 5.312512929036601e-08, 5.313736321187093e-08, 5.312512929036601e-08, 5.312512929036601e-08, 5.312512929036601e-08, 5.312512929036601e-08, 5.311289818550133e-08, 5.312512929036601e-08, 5.311289818550133e-08]"
-30,31.5,0.0,"[8.701617721519989e-08, 8.68760366787145e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.68760366787145e-08, 8.68760366787145e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.68760366787145e-08, 8.68760366787145e-08, 8.68760366787145e-08, 8.689604292863019e-08, 8.689604292863019e-08, 8.689604292863019e-08]"
-30,31.5,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,31.5,2.25,"[5.1903901019708264e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.1915853710635446e-08, 5.1915853710635446e-08, 5.1903901019708264e-08, 5.1915853710635446e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.189195108067303e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.1915853710635446e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.1903901019708264e-08, 5.1903901019708264e-08]"
-30,31.6,0.0,"[8.519223264285483e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.493760285796916e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.493760285796916e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.491804750363144e-08, 8.493760285796916e-08, 8.491804750363144e-08]"
-30,31.6,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,31.6,2.25,"[5.0745787908064985e-08, 5.073410460372971e-08, 5.073410460372971e-08, 5.073410460372971e-08, 5.073410460372971e-08, 5.0745787908064985e-08, 5.073410460372971e-08, 5.073410460372971e-08, 5.073410460372971e-08, 5.0745787908064985e-08, 5.0745787908064985e-08, 5.073410460372971e-08, 5.073410460372971e-08, 5.073410460372971e-08, 5.0745787908064985e-08, 5.073410460372971e-08, 5.073410460372971e-08, 5.0745787908064985e-08, 5.073410460372971e-08, 5.073410460372971e-08, 5.073410460372971e-08, 5.073410460372971e-08, 5.073410460372971e-08, 5.0745787908064985e-08, 5.073410460372971e-08]"
-30,31.7,0.0,"[8.332973486343164e-08, 8.298507675144218e-08, 8.298507675144218e-08, 8.298507675144218e-08, 8.300418697157016e-08, 8.298507675144218e-08, 8.300418697157016e-08, 8.298507675144218e-08, 8.300418697157016e-08, 8.300418697157016e-08, 8.298507675144218e-08, 8.298507675144218e-08, 8.300418697157016e-08, 8.300418697157016e-08, 8.300418697157016e-08, 8.300418697157016e-08, 8.300418697157016e-08, 8.298507675144218e-08, 8.298507675144218e-08, 8.298507675144218e-08, 8.300418697157016e-08, 8.298507675144218e-08, 8.300418697157016e-08, 8.298507675144218e-08, 8.300418697157016e-08]"
-30,31.7,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,31.7,2.25,"[4.957925539063035e-08, 4.959067275049043e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.959067275049043e-08, 4.957925539063035e-08, 4.959067275049043e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.957925539063035e-08, 4.959067275049043e-08, 4.959067275049043e-08, 4.959067275049043e-08, 4.959067275049043e-08]"
-30,31.8,0.0,"[8.133921935671625e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08, 8.111478100379375e-08]"
-30,31.8,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,31.8,2.25,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,31.9,0.0,"[7.941453549446813e-08, 7.928663748785468e-08, 7.928663748785468e-08, 7.930489601281983e-08, 7.930489601281983e-08, 7.930489601281983e-08, 7.930489601281983e-08, 7.930489601281983e-08, 7.928663748785468e-08, 7.930489601281983e-08, 7.930489601281983e-08, 7.930489601281983e-08, 7.930489601281983e-08, 7.930489601281983e-08, 7.928663748785468e-08, 7.930489601281983e-08, 7.930489601281983e-08, 7.928663748785468e-08, 7.930489601281983e-08, 7.928663748785468e-08, 7.930489601281983e-08, 7.930489601281983e-08, 7.930489601281983e-08, 7.928663748785468e-08, 7.928663748785468e-08]"
-30,31.9,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,31.9,2.25,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.0,0.0,"[7.785741853199947e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.749969618775765e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.748185327756212e-08, 7.749969618775765e-08, 7.748185327756212e-08, 7.749969618775765e-08, 7.748185327756212e-08, 7.749969618775765e-08, 7.749969618775765e-08, 7.748185327756212e-08]"
-30,32.0,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.0,2.25,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.1,0.0,"[7.610268859134479e-08, 7.575302849884074e-08, 7.573558772744379e-08, 7.573558772744379e-08, 7.573558772744379e-08, 7.575302849884074e-08, 7.575302849884074e-08, 7.575302849884074e-08, 7.575302849884074e-08, 7.575302849884074e-08, 7.575302849884074e-08, 7.575302849884074e-08, 7.575302849884074e-08, 7.575302849884074e-08, 7.575302849884074e-08, 7.575302849884074e-08, 7.573558772744379e-08, 7.575302849884074e-08, 7.573558772744379e-08, 7.575302849884074e-08, 7.575302849884074e-08, 7.573558772744379e-08, 7.575302849884074e-08, 7.575302849884074e-08, 7.575302849884074e-08]"
-30,32.1,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.1,2.25,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.2,0.0,"[7.413102413009177e-08, 7.401163527822221e-08, 7.401163527822221e-08, 7.402867904919364e-08, 7.401163527822221e-08, 7.402867904919364e-08, 7.402867904919364e-08, 7.402867904919364e-08, 7.404572674509007e-08, 7.402867904919364e-08, 7.402867904919364e-08, 7.402867904919364e-08, 7.402867904919364e-08, 7.402867904919364e-08, 7.402867904919364e-08, 7.402867904919364e-08, 7.402867904919364e-08, 7.402867904919364e-08, 7.402867904919364e-08, 7.401163527822221e-08, 7.402867904919364e-08, 7.402867904919364e-08, 7.401163527822221e-08, 7.402867904919364e-08, 7.404572674509007e-08]"
-30,32.2,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.2,2.25,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.3,0.0,"[7.241024217924128e-08, 7.236024022802506e-08, 7.236024022802506e-08, 7.236024022802506e-08, 7.236024022802506e-08, 7.236024022802506e-08, 7.236024022802506e-08, 7.236024022802506e-08, 7.237690370745282e-08, 7.237690370745282e-08, 7.237690370745282e-08, 7.239357102423042e-08, 7.237690370745282e-08, 7.237690370745282e-08, 7.237690370745282e-08, 7.237690370745282e-08, 7.237690370745282e-08, 7.237690370745282e-08, 7.237690370745282e-08, 7.237690370745282e-08, 7.237690370745282e-08, 7.237690370745282e-08, 7.239357102423042e-08, 7.239357102423042e-08, 7.237690370745282e-08]"
-30,32.3,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.3,2.25,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.4,0.0,"[7.094144004534074e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.07131200681301e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.07131200681301e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.069683964494026e-08, 7.07131200681301e-08, 7.069683964494026e-08, 7.069683964494026e-08]"
-30,32.4,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.4,2.25,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.5,0.0,"[6.932661572051194e-08, 6.90875831049799e-08, 6.90875831049799e-08, 6.90875831049799e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.90875831049799e-08, 6.90875831049799e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.910349294049405e-08, 6.911940643980488e-08]"
-30,32.5,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.5,2.25,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.6,0.0,"[6.782659260153637e-08, 6.753050539950794e-08, 6.753050539950794e-08, 6.753050539950794e-08, 6.753050539950794e-08, 6.753050539950794e-08, 6.753050539950794e-08, 6.753050539950794e-08, 6.754605666335013e-08, 6.753050539950794e-08, 6.753050539950794e-08, 6.754605666335013e-08, 6.754605666335013e-08, 6.754605666335013e-08, 6.753050539950794e-08, 6.754605666335013e-08, 6.754605666335013e-08, 6.753050539950794e-08, 6.754605666335013e-08, 6.754605666335013e-08, 6.754605666335013e-08, 6.754605666335013e-08, 6.753050539950794e-08, 6.753050539950794e-08, 6.754605666335013e-08]"
-30,32.6,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.6,2.25,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
-30,32.7,0.0,"[6.637430704019089e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.602372147378006e-08, 6.600852070021589e-08, 6.602372147378006e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.600852070021589e-08, 6.59933234263564e-08, 6.600852070021589e-08]"
-30,32.7,2.75,"[4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08, 4.9328737449464914e-08]"
